Date,Year,Month,Day,CategoryName,ProductName,Sales,Sales After Discount
1996-07-04,1996,7,4,Seafood,Rogede sild,.00,.00
1996-07-04,1996,7,4,Seafood,Spegesild,.00,.00
1996-07-05,1996,7,5,Beverages,Chai,.00,.00
1996-07-05,1996,7,5,Beverages,Chang,.00,.00
1996-07-05,1996,7,5,Beverages,Chartreuse verte,.00,.00
1996-07-05,1996,7,5,Beverages,Côte de Blaye,.00,.00
1996-07-05,1996,7,5,Beverages,Guaraná Fantástica,.00,.00
1996-07-05,1996,7,5,Beverages,Ipoh Coffee,.00,.00
1996-07-05,1996,7,5,Beverages,Lakkalikööri,.00,.00
1996-07-05,1996,7,5,Beverages,Laughing Lumberjack Lager,.00,.00
1996-07-05,1996,7,5,Beverages,Outback Lager,.00,.00
1996-07-05,1996,7,5,Beverages,Rhönbräu Klosterbier,.00,.00
1996-07-05,1996,7,5,Beverages,Sasquatch Ale,.00,.00
1996-07-05,1996,7,5,Beverages,Steeleye Stout,.00,.00
1996-07-05,1996,7,5,Condiments,Aniseed Syrup,.00,.00
1996-07-05,1996,7,5,Condiments,Chef Anton's Cajun Seasoning,.00,.00
1996-07-05,1996,7,5,Condiments,Chef Anton's Gumbo Mix,.00,.00
1996-07-05,1996,7,5,Condiments,Genen Shouyu,.00,.00
1996-07-05,1996,7,5,Condiments,Grandma's Boysenberry Spread,.00,.00
1996-07-05,1996,7,5,Condiments,Gula Malacca,.00,.00
1996-07-05,1996,7,5,Condiments,Louisiana Fiery Hot Pepper Sauce,.00,.00
1996-07-05,1996,7,5,Condiments,Louisiana Hot Spiced Okra,.00,.00
1996-07-05,1996,7,5,Condiments,Northwoods Cranberry Sauce,.00,.00
1996-07-05,1996,7,5,Condiments,Original Frankfurter grüne Soße,.00,.00
1996-07-05,1996,7,5,Condiments,Sirop d'érable,.00,.00
1996-07-05,1996,7,5,Condiments,Vegie-spread,.00,.00
1996-07-05,1996,7,5,Confections,Chocolade,.00,.00
1996-07-05,1996,7,5,Confections,Gumbär Gummibärchen,.00,.00
1996-07-05,1996,7,5,Confections,Maxilaku,.00,.00
1996-07-05,1996,7,5,Confections,NuNuCa Nuß-Nougat-Creme,.00,.00
1996-07-05,1996,7,5,Confections,Pavlova,.00,.00
1996-07-05,1996,7,5,Confections,Schoggi Schokolade,.00,.00
1996-07-05,1996,7,5,Confections,Scottish Longbreads,.00,.00
1996-07-05,1996,7,5,Confections,Sir Rodney's Marmalade,.00,.00
1996-07-05,1996,7,5,Confections,Sir Rodney's Scones,.00,.00
1996-07-05,1996,7,5,Confections,Tarte au sucre,.00,.00
1996-07-05,1996,7,5,Confections,Teatime Chocolate Biscuits,.00,.00
1996-07-05,1996,7,5,Confections,Valkoinen suklaa,.00,.00
1996-07-05,1996,7,5,Confections,Zaanse koeken,.00,.00
1996-07-05,1996,7,5,Dairy Products,Camembert Pierrot,.00,.00
1996-07-05,1996,7,5,Dairy Products,Flotemysost,.00,.00
1996-07-05,1996,7,5,Dairy Products,Geitost,.00,.00
1996-07-05,1996,7,5,Dairy Products,Gorgonzola Telino,.00,.00
1996-07-05,1996,7,5,Dairy Products,Gudbrandsdalsost,.00,.00
1996-07-05,1996,7,5,Dairy Products,Mascarpone Fabioli,.00,.00
1996-07-05,1996,7,5,Dairy Products,Mozzarella di Giovanni,.00,.00
1996-07-05,1996,7,5,Dairy Products,Queso Cabrales,.00,.00
1996-07-05,1996,7,5,Dairy Products,Queso Manchego La Pastora,.00,.00
1996-07-05,1996,7,5,Dairy Products,Raclette Courdavault,.00,.00
1996-07-05,1996,7,5,Grains/Cereals,Filo Mix,.00,.00
1996-07-05,1996,7,5,Grains/Cereals,Gnocchi di nonna Alice,.00,.00
1996-07-05,1996,7,5,Grains/Cereals,Gustaf's Knäckebröd,.00,.00
1996-07-05,1996,7,5,Grains/Cereals,Ravioli Angelo,.00,.00
1996-07-05,1996,7,5,Grains/Cereals,Singaporean Hokkien Fried Mee,.00,.00
1996-07-05,1996,7,5,Grains/Cereals,Tunnbröd,.00,.00
1996-07-05,1996,7,5,Grains/Cereals,Wimmers gute Semmelknödel,.00,.00
1996-07-05,1996,7,5,Meat/Poultry,Alice Mutton,.00,.00
1996-07-05,1996,7,5,Meat/Poultry,Mishi Kobe Niku,.00,.00
1996-07-05,1996,7,5,Meat/Poultry,Pâté chinois,.00,.00
1996-07-05,1996,7,5,Meat/Poultry,Perth Pasties,.00,.00
1996-07-05,1996,7,5,Meat/Poultry,Thüringer Rostbratwurst,.00,.00
1996-07-05,1996,7,5,Meat/Poultry,Tourtière,.00,.00
1996-07-05,1996,7,5,Produce,Longlife Tofu,.00,.00
1996-07-05,1996,7,5,Produce,Manjimup Dried Apples,1696.00,1696.00
1996-07-05,1996,7,5,Produce,Rössle Sauerkraut,.00,.00
1996-07-05,1996,7,5,Produce,Tofu,167.40,167.40
1996-07-05,1996,7,5,Produce,Uncle Bob's Organic Dried Pears,.00,.00
1996-07-05,1996,7,5,Seafood,Boston Crab Meat,.00,.00
1996-07-05,1996,7,5,Seafood,Carnarvon Tigers,.00,.00
1996-07-05,1996,7,5,Seafood,Escargots de Bourgogne,.00,.00
1996-07-05,1996,7,5,Seafood,Gravad lax,.00,.00
1996-07-05,1996,7,5,Seafood,Ikura,.00,.00
1996-07-05,1996,7,5,Seafood,Inlagd Sill,.00,.00
1996-07-05,1996,7,5,Seafood,Jack's New England Clam Chowder,.00,.00
1996-07-05,1996,7,5,Seafood,Konbu,.00,.00
1996-07-05,1996,7,5,Seafood,Nord-Ost Matjeshering,.00,.00
1996-07-05,1996,7,5,Seafood,Röd Kaviar,.00,.00
1996-07-05,1996,7,5,Seafood,Rogede sild,.00,.00
1996-07-05,1996,7,5,Seafood,Spegesild,.00,.00
1996-07-06,1996,7,6,Beverages,Chai,.00,.00
1996-07-06,1996,7,6,Beverages,Chang,.00,.00
1996-07-06,1996,7,6,Beverages,Chartreuse verte,.00,.00
1996-07-06,1996,7,6,Beverages,Côte de Blaye,.00,.00
1996-07-06,1996,7,6,Beverages,Guaraná Fantástica,.00,.00
1996-07-06,1996,7,6,Beverages,Ipoh Coffee,.00,.00
1996-07-06,1996,7,6,Beverages,Lakkalikööri,.00,.00
1996-07-06,1996,7,6,Beverages,Laughing Lumberjack Lager,.00,.00
1996-07-06,1996,7,6,Beverages,Outback Lager,.00,.00
1996-07-06,1996,7,6,Beverages,Rhönbräu Klosterbier,.00,.00
1996-07-06,1996,7,6,Beverages,Sasquatch Ale,.00,.00
1996-07-06,1996,7,6,Beverages,Steeleye Stout,.00,.00
1996-07-06,1996,7,6,Condiments,Aniseed Syrup,.00,.00
1996-07-06,1996,7,6,Condiments,Chef Anton's Cajun Seasoning,.00,.00
1996-07-06,1996,7,6,Condiments,Chef Anton's Gumbo Mix,.00,.00
1996-07-06,1996,7,6,Condiments,Genen Shouyu,.00,.00
1996-07-06,1996,7,6,Condiments,Grandma's Boysenberry Spread,.00,.00
1996-07-06,1996,7,6,Condiments,Gula Malacca,.00,.00
1996-07-06,1996,7,6,Condiments,Louisiana Fiery Hot Pepper Sauce,.00,.00
1996-07-06,1996,7,6,Condiments,Louisiana Hot Spiced Okra,.00,.00
1996-07-06,1996,7,6,Condiments,Northwoods Cranberry Sauce,.00,.00
1996-07-06,1996,7,6,Condiments,Original Frankfurter grüne Soße,.00,.00
1996-07-06,1996,7,6,Condiments,Sirop d'érable,.00,.00
1996-07-06,1996,7,6,Condiments,Vegie-spread,.00,.00
1996-07-06,1996,7,6,Confections,Chocolade,.00,.00
1996-07-06,1996,7,6,Confections,Gumbär Gummibärchen,.00,.00
1996-07-06,1996,7,6,Confections,Maxilaku,.00,.00
1996-07-06,1996,7,6,Confections,NuNuCa Nuß-Nougat-Creme,.00,.00
1996-07-06,1996,7,6,Confections,Pavlova,.00,.00
1996-07-06,1996,7,6,Confections,Schoggi Schokolade,.00,.00
1996-07-06,1996,7,6,Confections,Scottish Longbreads,.00,.00
1996-07-06,1996,7,6,Confections,Sir Rodney's Marmalade,.00,.00
1996-07-06,1996,7,6,Confections,Sir Rodney's Scones,.00,.00
1996-07-06,1996,7,6,Confections,Tarte au sucre,.00,.00
1996-07-06,1996,7,6,Confections,Teatime Chocolate Biscuits,.00,.00
1996-07-06,1996,7,6,Confections,Valkoinen suklaa,.00,.00
1996-07-06,1996,7,6,Confections,Zaanse koeken,.00,.00
1996-07-06,1996,7,6,Dairy Products,Camembert Pierrot,.00,.00
1996-07-06,1996,7,6,Dairy Products,Flotemysost,.00,.00
1996-07-06,1996,7,6,Dairy Products,Geitost,.00,.00
1996-07-06,1996,7,6,Dairy Products,Gorgonzola Telino,.00,.00
1996-07-06,1996,7,6,Dairy Products,Gudbrandsdalsost,.00,.00
1996-07-06,1996,7,6,Dairy Products,Mascarpone Fabioli,.00,.00
1996-07-06,1996,7,6,Dairy Products,Mozzarella di Giovanni,.00,.00
1996-07-06,1996,7,6,Dairy Products,Queso Cabrales,.00,.00
1996-07-06,1996,7,6,Dairy Products,Queso Manchego La Pastora,.00,.00
1996-07-06,1996,7,6,Dairy Products,Raclette Courdavault,.00,.00
1996-07-06,1996,7,6,Grains/Cereals,Filo Mix,.00,.00
1996-07-06,1996,7,6,Grains/Cereals,Gnocchi di nonna Alice,.00,.00
1996-07-06,1996,7,6,Grains/Cereals,Gustaf's Knäckebröd,.00,.00
1996-07-06,1996,7,6,Grains/Cereals,Ravioli Angelo,.00,.00
1996-07-06,1996,7,6,Grains/Cereals,Singaporean Hokkien Fried Mee,.00,.00
1996-07-06,1996,7,6,Grains/Cereals,Tunnbröd,.00,.00
1996-07-06,1996,7,6,Grains/Cereals,Wimmers gute Semmelknödel,.00,.00
1996-07-06,1996,7,6,Meat/Poultry,Alice Mutton,.00,.00
1996-07-06,1996,7,6,Meat/Poultry,Mishi Kobe Niku,.00,.00
1996-07-06,1996,7,6,Meat/Poultry,Pâté chinois,.00,.00
1996-07-06,1996,7,6,Meat/Poultry,Perth Pasties,.00,.00
1996-07-06,1996,7,6,Meat/Poultry,Thüringer Rostbratwurst,.00,.00
1996-07-06,1996,7,6,Meat/Poultry,Tourtière,.00,.00
1996-07-06,1996,7,6,Produce,Longlife Tofu,.00,.00
1996-07-06,1996,7,6,Produce,Manjimup Dried Apples,.00,.00
1996-07-06,1996,7,6,Produce,Rössle Sauerkraut,.00,.00
1996-07-06,1996,7,6,Produce,Tofu,.00,.00
1996-07-06,1996,7,6,Produce,Uncle Bob's Organic Dried Pears,.00,.00
1996-07-06,1996,7,6,Seafood,Boston Crab Meat,.00,.00
1996-07-06,1996,7,6,Seafood,Carnarvon Tigers,.00,.00
1996-07-06,1996,7,6,Seafood,Escargots de Bourgogne,.00,.00
1996-07-06,1996,7,6,Seafood,Gravad lax,.00,.00
1996-07-06,1996,7,6,Seafood,Ikura,.00,.00
1996-07-06,1996,7,6,Seafood,Inlagd Sill,.00,.00
1996-07-06,1996,7,6,Seafood,Jack's New England Clam Chowder,.00,.00
1996-07-06,1996,7,6,Seafood,Konbu,.00,.00
1996-07-06,1996,7,6,Seafood,Nord-Ost Matjeshering,.00,.00
1996-07-06,1996,7,6,Seafood,Röd Kaviar,.00,.00
1996-07-06,1996,7,6,Seafood,Rogede sild,.00,.00
1996-07-06,1996,7,6,Seafood,Spegesild,.00,.00
1996-07-07,1996,7,7,Beverages,Chai,.00,.00
1996-07-07,1996,7,7,Beverages,Chang,.00,.00
1996-07-07,1996,7,7,Beverages,Chartreuse verte,.00,.00
1996-07-07,1996,7,7,Beverages,Côte de Blaye,.00,.00
1996-07-07,1996,7,7,Beverages,Guaraná Fantástica,.00,.00
1996-07-07,1996,7,7,Beverages,Ipoh Coffee,.00,.00
1996-07-07,1996,7,7,Beverages,Lakkalikööri,.00,.00
1996-07-07,1996,7,7,Beverages,Laughing Lumberjack Lager,.00,.00
1996-07-07,1996,7,7,Beverages,Outback Lager,.00,.00
1996-07-07,1996,7,7,Beverages,Rhönbräu Klosterbier,.00,.00
1996-07-07,1996,7,7,Beverages,Sasquatch Ale,.00,.00
1996-07-07,1996,7,7,Beverages,Steeleye Stout,.00,.00
1996-07-07,1996,7,7,Condiments,Aniseed Syrup,.00,.00
1996-07-07,1996,7,7,Condiments,Chef Anton's Cajun Seasoning,.00,.00
1996-07-07,1996,7,7,Condiments,Chef Anton's Gumbo Mix,.00,.00
1996-07-07,1996,7,7,Condiments,Genen Shouyu,.00,.00
1996-07-07,1996,7,7,Condiments,Grandma's Boysenberry Spread,.00,.00
1996-07-07,1996,7,7,Condiments,Gula Malacca,.00,.00
1996-07-07,1996,7,7,Condiments,Louisiana Fiery Hot Pepper Sauce,.00,.00
1996-07-07,1996,7,7,Condiments,Louisiana Hot Spiced Okra,.00,.00
1996-07-07,1996,7,7,Condiments,Northwoods Cranberry Sauce,.00,.00
1996-07-07,1996,7,7,Condiments,Original Frankfurter grüne Soße,.00,.00
1996-07-07,1996,7,7,Condiments,Sirop d'érable,.00,.00
1996-07-07,1996,7,7,Condiments,Vegie-spread,.00,.00
1996-07-07,1996,7,7,Confections,Chocolade,.00,.00
1996-07-07,1996,7,7,Confections,Gumbär Gummibärchen,.00,.00
1996-07-07,1996,7,7,Confections,Maxilaku,.00,.00
1996-07-07,1996,7,7,Confections,NuNuCa Nuß-Nougat-Creme,.00,.00
1996-07-07,1996,7,7,Confections,Pavlova,.00,.00
1996-07-07,1996,7,7,Confections,Schoggi Schokolade,.00,.00
1996-07-07,1996,7,7,Confections,Scottish Longbreads,.00,.00
1996-07-07,1996,7,7,Confections,Sir Rodney's Marmalade,.00,.00
1996-07-07,1996,7,7,Confections,Sir Rodney's Scones,.00,.00
1996-07-07,1996,7,7,Confections,Tarte au sucre,.00,.00
1996-07-07,1996,7,7,Confections,Teatime Chocolate Biscuits,.00,.00
1996-07-07,1996,7,7,Confections,Valkoinen suklaa,.00,.00
1996-07-07,1996,7,7,Confections,Zaanse koeken,.00,.00
1996-07-07,1996,7,7,Dairy Products,Camembert Pierrot,.00,.00
1996-07-07,1996,7,7,Dairy Products,Flotemysost,.00,.00
1996-07-07,1996,7,7,Dairy Products,Geitost,.00,.00
1996-07-07,1996,7,7,Dairy Products,Gorgonzola Telino,.00,.00
1996-07-07,1996,7,7,Dairy Products,Gudbrandsdalsost,.00,.00
1996-07-07,1996,7,7,Dairy Products,Mascarpone Fabioli,.00,.00
1996-07-07,1996,7,7,Dairy Products,Mozzarella di Giovanni,.00,.00
1996-07-07,1996,7,7,Dairy Products,Queso Cabrales,.00,.00
1996-07-07,1996,7,7,Dairy Products,Queso Manchego La Pastora,.00,.00
1996-07-07,1996,7,7,Dairy Products,Raclette Courdavault,.00,.00
1996-07-07,1996,7,7,Grains/Cereals,Filo Mix,.00,.00
1996-07-07,1996,7,7,Grains/Cereals,Gnocchi di nonna Alice,.00,.00
1996-07-07,1996,7,7,Grains/Cereals,Gustaf's Knäckebröd,.00,.00
1996-07-07,1996,7,7,Grains/Cereals,Ravioli Angelo,.00,.00
1996-07-07,1996,7,7,Grains/Cereals,Singaporean Hokkien Fried Mee,.00,.00
1996-07-07,1996,7,7,Grains/Cereals,Tunnbröd,.00,.00
1996-07-07,1996,7,7,Grains/Cereals,Wimmers gute Semmelknödel,.00,.00
1996-07-07,1996,7,7,Meat/Poultry,Alice Mutton,.00,.00
1996-07-07,1996,7,7,Meat/Poultry,Mishi Kobe Niku,.00,.00
1996-07-07,1996,7,7,Meat/Poultry,Pâté chinois,.00,.00
1996-07-07,1996,7,7,Meat/Poultry,Perth Pasties,.00,.00
1996-07-07,1996,7,7,Meat/Poultry,Thüringer Rostbratwurst,.00,.00
1996-07-07,1996,7,7,Meat/Poultry,Tourtière,.00,.00
1996-07-07,1996,7,7,Produce,Longlife Tofu,.00,.00
1996-07-07,1996,7,7,Produce,Manjimup Dried Apples,.00,.00
1996-07-07,1996,7,7,Produce,Rössle Sauerkraut,.00,.00
1996-07-07,1996,7,7,Produce,Tofu,.00,.00
1996-07-07,1996,7,7,Produce,Uncle Bob's Organic Dried Pears,.00,.00
1996-07-07,1996,7,7,Seafood,Boston Crab Meat,.00,.00
1996-07-07,1996,7,7,Seafood,Carnarvon Tigers,.00,.00
1996-07-07,1996,7,7,Seafood,Escargots de Bourgogne,.00,.00
1996-07-07,1996,7,7,Seafood,Gravad lax,.00,.00
1996-07-07,1996,7,7,Seafood,Ikura,.00,.00
1996-07-07,1996,7,7,Seafood,Inlagd Sill,.00,.00
1996-07-07,1996,7,7,Seafood,Jack's New England Clam Chowder,.00,.00
1996-07-07,1996,7,7,Seafood,Konbu,.00,.00
1996-07-07,1996,7,7,Seafood,Nord-Ost Matjeshering,.00,.00
1996-07-07,1996,7,7,Seafood,Röd Kaviar,.00,.00
1996-07-07,1996,7,7,Seafood,Rogede sild,.00,.00
1996-07-07,1996,7,7,Seafood,Spegesild,.00,.00
1996-07-08,1996,7,8,Beverages,Chai,.00,.00
1996-07-08,1996,7,8,Beverages,Chang,.00,.00
1996-07-08,1996,7,8,Beverages,Chartreuse verte,.00,.00
1996-07-08,1996,7,8,Beverages,Côte de Blaye,.00,.00
1996-07-08,1996,7,8,Beverages,Guaraná Fantástica,.00,.00
1996-07-08,1996,7,8,Beverages,Ipoh Coffee,.00,.00
1996-07-08,1996,7,8,Beverages,Lakkalikööri,.00,.00
1996-07-08,1996,7,8,Beverages,Laughing Lumberjack Lager,.00,.00
1996-07-08,1996,7,8,Beverages,Outback Lager,.00,.00
1996-07-08,1996,7,8,Beverages,Rhönbräu Klosterbier,.00,.00
1996-07-08,1996,7,8,Beverages,Sasquatch Ale,.00,.00
1996-07-08,1996,7,8,Beverages,Steeleye Stout,.00,.00
1996-07-08,1996,7,8,Condiments,Aniseed Syrup,.00,.00
1996-07-08,1996,7,8,Condiments,Chef Anton's Cajun Seasoning,.00,.00
1996-07-08,1996,7,8,Condiments,Chef Anton's Gumbo Mix,.00,.00
1996-07-08,1996,7,8,Condiments,Genen Shouyu,.00,.00
1996-07-08,1996,7,8,Condiments,Grandma's Boysenberry Spread,.00,.00
1996-07-08,1996,7,8,Condiments,Gula Malacca,.00,.00
1996-07-08,1996,7,8,Condiments,Louisiana Fiery Hot Pepper Sauce,588.00,550.20
1996-07-08,1996,7,8,Condiments,Louisiana Hot Spiced Okra,.00,.00
1996-07-08,1996,7,8,Condiments,Northwoods Cranberry Sauce,.00,.00
1996-07-08,1996,7,8,Condiments,Original Frankfurter grüne Soße,.00,.00
1996-07-08,1996,7,8,Condiments,Sirop d'érable,.00,.00
1996-07-08,1996,7,8,Condiments,Vegie-spread,.00,.00
1996-07-08,1996,7,8,Confections,Chocolade,.00,.00
1996-07-08,1996,7,8,Confections,Gumbär Gummibärchen,.00,.00
1996-07-08,1996,7,8,Confections,Maxilaku,.00,.00
1996-07-08,1996,7,8,Confections,NuNuCa Nuß-Nougat-Creme,.00,.00
1996-07-08,1996,7,8,Confections,Pavlova,.00,.00
1996-07-08,1996,7,8,Confections,Schoggi Schokolade,.00,.00
1996-07-08,1996,7,8,Confections,Scottish Longbreads,.00,.00
1996-07-08,1996,7,8,Confections,Sir Rodney's Marmalade,.00,.00
1996-07-08,1996,7,8,Confections,Sir Rodney's Scones,.00,.00
1996-07-08,1996,7,8,Confections,Tarte au sucre,.00,.00
1996-07-08,1996,7,8,Confections,Teatime Chocolate Biscuits,.00,.00
1996-07-08,1996,7,8,Confections,Valkoinen suklaa,.00,.00
1996-07-08,1996,7,8,Confections,Zaanse koeken,.00,.00
1996-07-08,1996,7,8,Dairy Products,Camembert Pierrot,.00,.00
1996-07-08,1996,7,8,Dairy Products,Flotemysost,.00,.00
1996-07-08,1996,7,8,Dairy Products,Geitost,.00,.00
1996-07-08,1996,7,8,Dairy Products,Gorgonzola Telino,.00,.00
1996-07-08,1996,7,8,Dairy Products,Gudbrandsdalsost,.00,.00
1996-07-08,1996,7,8,Dairy Products,Mascarpone Fabioli,.00,.00
1996-07-08,1996,7,8,Dairy Products,Mozzarella di Giovanni,.00,.00
1996-07-08,1996,7,8,Dairy Products,Queso Cabrales,.00,.00
1996-07-08,1996,7,8,Dairy Products,Queso Manchego La Pastora,.00,.00
1996-07-08,1996,7,8,Dairy Products,Raclette Courdavault,.00,.00
1996-07-08,1996,7,8,Grains/Cereals,Filo Mix,.00,.00
1996-07-08,1996,7,8,Grains/Cereals,Gnocchi di nonna Alice,.00,.00
1996-07-08,1996,7,8,Grains/Cereals,Gustaf's Knäckebröd,100.80,95.76
1996-07-08,1996,7,8,Grains/Cereals,Ravioli Angelo,234.00,222.30
1996-07-08,1996,7,8,Grains/Cereals,Singaporean Hokkien Fried Mee,.00,.00
1996-07-08,1996,7,8,Grains/Cereals,Tunnbröd,.00,.00
1996-07-08,1996,7,8,Grains/Cereals,Wimmers gute Semmelknödel,.00,.00
1996-07-08,1996,7,8,Meat/Poultry,Alice Mutton,.00,.00
1996-07-08,1996,7,8,Meat/Poultry,Mishi Kobe Niku,.00,.00
1996-07-08,1996,7,8,Meat/Poultry,Pâté chinois,.00,.00
1996-07-08,1996,7,8,Meat/Poultry,Perth Pasties,.00,.00
1996-07-08,1996,7,8,Meat/Poultry,Thüringer Rostbratwurst,.00,.00
1996-07-08,1996,7,8,Meat/Poultry,Tourtière,.00,.00
1996-07-08,1996,7,8,Produce,Longlife Tofu,.00,.00
1996-07-08,1996,7,8,Produce,Manjimup Dried Apples,1484.00,1261.40
1996-07-08,1996,7,8,Produce,Rössle Sauerkraut,.00,.00
1996-07-08,1996,7,8,Produce,Tofu,.00,.00
1996-07-08,1996,7,8,Produce,Uncle Bob's Organic Dried Pears,.00,.00
1996-07-08,1996,7,8,Seafood,Boston Crab Meat,.00,.00
1996-07-08,1996,7,8,Seafood,Carnarvon Tigers,.00,.00
1996-07-08,1996,7,8,Seafood,Escargots de Bourgogne,.00,.00
1996-07-08,1996,7,8,Seafood,Gravad lax,.00,.00
1996-07-08,1996,7,8,Seafood,Ikura,.00,.00
1996-07-08,1996,7,8,Seafood,Inlagd Sill,.00,.00
1996-07-08,1996,7,8,Seafood,Jack's New England Clam Chowder,77.00,77.00
1996-07-08,1996,7,8,Seafood,Konbu,.00,.00
1996-07-08,1996,7,8,Seafood,Nord-Ost Matjeshering,.00,.00
